model_name,bleu,rouge,meteor,ter
mt5-base,0.5769666761115989,0.7205765608148721,0.7107889722025472,28.689156372083204
plt5-base,0.5806559765399796,0.7190123207591417,0.710938536130356,30.239151092809635
plt5-large,0.6543273605930432,0.7729640230032401,0.7745081165679109,22.980149931369436
